;country_name_short;country_name;election_date;start_date;cabinet_name;caretaker;cabinet_party;prime_minister;seats;election_seats_total;party_name_short;party_name;party_name_english;left_right;country_id;election_id;cabinet_id;previous_cabinet_id;party_id
7038;ISR;Israel;5/17/1977;6/20/1977;Begin I;0;0;0;15;120;TDL;Tnu'a Demokratit LeShinu;Democratic Movement for Change;5.4776;34;712;945;944;1471
7039;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;4;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;712;946;945;265
7040;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;1;120;FS;Flatto-Sharon;Flatto-Sharon;8.8;34;712;946;945;1845
7041;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;1;1;45;120;L;Likud;The Consolidation;6.6788;34;712;946;945;678
7042;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;1;120;LA;Libralim Atzma'im;Independent Liberals;6;34;712;946;945;188
7043;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;1;0;12;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;712;946;945;214
7044;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;31;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;712;946;945;244
7045;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;2;120;MiKo|Mo|Sh;HaMiflega HaKomunistit | Moked | Sheli;Communist Party | Moked | Sheli;1.3;34;712;946;945;387
7046;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;1;120;PAY;Poalei Agudat Yisrael;Agudat Israel Workers;#N/A;34;712;946;945;1832
7047;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;1;120;RAM-77;Reshima Aravit Meuhedet  1977;United Arab List -- 1977;#N/A;34;712;946;945;2311
7048;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;1;120;Ratz;Hatnuah Lezhiot Ha'ezrach;Movement for Civil Rights and Peace;3.3;34;712;946;945;305
7049;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;5;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;712;946;945;732
7050;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;1;0;15;120;TDL;Tnu'a Demokratit LeShinu;Democratic Movement for Change;5.4776;34;712;946;945;1471
7051;ISR;Israel;5/17/1977;10/24/1977;Begin II;0;0;0;1;120;none;no party affiliation;no party affiliation;#N/A;34;712;946;945;123
7052;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;0;0;4;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;713;1111;946;265
7053;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;1;1;48;120;L;Likud;The Consolidation;6.6788;34;713;1111;946;678
7054;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;1;0;6;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;713;1111;946;214
7055;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;0;0;47;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;713;1111;946;244
7056;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;0;0;2;120;O;Ometz;Courage;6;34;713;1111;946;61
7057;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;0;0;1;120;Ratz;Hatnuah Lezhiot Ha'ezrach;Movement for Civil Rights and Peace;3.3;34;713;1111;946;305
7058;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;713;1111;946;732
7059;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;0;0;2;120;Shinui;Shinui;Change;5.4776;34;713;1111;946;1850
7060;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;1;0;3;120;Tami;Tnu'at Masoret Yisrael;Movement for the Heritage of Israel;7.4;34;713;1111;946;588
7061;ISR;Israel;6/30/1981;8/5/1981;Begin III;0;0;0;3;120;Tehiya;Tehiya;Revival;7.4;34;713;1111;946;1660
7062;ISR;Israel;6/30/1981;7/26/1982;Begin IV;0;0;0;4;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;713;1112;1111;265
7063;ISR;Israel;6/30/1981;7/26/1982;Begin IV;0;1;1;48;120;L;Likud;The Consolidation;6.6788;34;713;1112;1111;678
7064;ISR;Israel;6/30/1981;7/26/1982;Begin IV;0;1;0;6;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;713;1112;1111;214
7065;ISR;Israel;6/30/1981;7/26/1982;Begin IV;0;0;0;48;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;713;1112;1111;244
7066;ISR;Israel;6/30/1981;7/26/1982;Begin IV;0;1;0;2;120;O;Ometz;Courage;6;34;713;1112;1111;61
7067;ISR;Israel;6/30/1981;7/26/1982;Begin IV;0;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;713;1112;1111;732
7068;ISR;Israel;6/30/1981;7/26/1982;Begin IV;0;0;0;2;120;Shinui;Shinui;Change;5.4776;34;713;1112;1111;1850
7069;ISR;Israel;6/30/1981;7/26/1982;Begin IV;0;1;0;3;120;Tami;Tnu'at Masoret Yisrael;Movement for the Heritage of Israel;7.4;34;713;1112;1111;588
7070;ISR;Israel;6/30/1981;7/26/1982;Begin IV;0;1;0;3;120;Tehiya;Tehiya;Revival;7.4;34;713;1112;1111;1660
7071;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;0;0;4;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;713;1113;1112;265
7072;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;1;1;46;120;L;Likud;The Consolidation;6.6788;34;713;1113;1112;678
7073;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;1;0;5;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;713;1113;1112;214
7074;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;0;0;50;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;713;1113;1112;244
7075;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;0;0;1;120;O;Ometz;Courage;6;34;713;1113;1112;61
7076;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;713;1113;1112;732
7077;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;0;0;2;120;Shinui;Shinui;Change;5.4776;34;713;1113;1112;1850
7078;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;1;0;1;120;THTH;Tenoa'a leHithadshut Tzionut Hevratit;Movement for the Renewal of Social Zionism;#N/A;34;713;1113;1112;2354
7079;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;1;0;3;120;Tami;Tnu'at Masoret Yisrael;Movement for the Heritage of Israel;7.4;34;713;1113;1112;588
7080;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;1;0;3;120;Tehiya;Tehiya;Revival;7.4;34;713;1113;1112;1660
7081;ISR;Israel;6/30/1981;10/10/1983;Shamir I;0;0;0;1;120;none;no party affiliation;no party affiliation;#N/A;34;713;1113;1112;123
7082;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;0;0;4;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;713;1114;1113;265
7083;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;1;1;46;120;L;Likud;The Consolidation;6.6788;34;713;1114;1113;678
7084;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;1;0;5;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;713;1114;1113;214
7085;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;0;0;50;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;713;1114;1113;244
7086;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;0;0;1;120;O;Ometz;Courage;6;34;713;1114;1113;61
7087;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;713;1114;1113;732
7088;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;0;0;2;120;Shinui;Shinui;Change;5.4776;34;713;1114;1113;1850
7089;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;0;0;1;120;THTH;Tenoa'a leHithadshut Tzionut Hevratit;Movement for the Renewal of Social Zionism;#N/A;34;713;1114;1113;2354
7090;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;1;0;3;120;Tami;Tnu'at Masoret Yisrael;Movement for the Heritage of Israel;7.4;34;713;1114;1113;588
7091;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;1;0;3;120;Tehiya;Tehiya;Revival;7.4;34;713;1114;1113;1660
7092;ISR;Israel;6/30/1981;1/31/1984;Shamir II;0;0;0;1;120;none;no party affiliation;no party affiliation;#N/A;34;713;1114;1113;123
7093;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;0;0;2;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;714;1115;1114;265
7094;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;0;0;1;120;Kach;Kach;Thus;8.8;34;714;1115;1114;1969
7095;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;1;0;41;120;L;Likud;The Consolidation;6.6788;34;714;1115;1114;678
7096;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;1;0;4;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;714;1115;1114;214
7097;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;1;1;44;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;714;1115;1114;244
7098;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;0;0;2;120;Mo;Morasha;Heritage;#N/A;34;714;1115;1114;31
7099;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;1;0;1;120;O;Ometz;Courage;6;34;714;1115;1114;61
7100;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;0;0;3;120;Ratz;Hatnuah Lezhiot Ha'ezrach;Movement for Civil Rights and Peace;3.3;34;714;1115;1114;305
7101;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;0;0;2;120;ReMiSh;HaReshima HaMitkademet LeShalom;Progressive List for Peace;1.3;34;714;1115;1114;390
7102;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;714;1115;1114;732
7103;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;1;0;4;120;Shas;Shomrei Sfarad;Sfarad's guards of the Torah;7.0417;34;714;1115;1114;788
7104;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;1;0;3;120;Shinui;Shinui;Change;5.4776;34;714;1115;1114;1850
7105;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;0;0;1;120;Tami;Tnu'at Masoret Yisrael;Movement for the Heritage of Israel;7.4;34;714;1115;1114;588
7106;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;0;0;5;120;Tehiya;Tehiya;Revival;7.4;34;714;1115;1114;1660
7107;ISR;Israel;7/23/1984;9/13/1984;Peres I;0;1;0;3;120;Yahad;Yahad;Together;6;34;714;1115;1114;1269
7108;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;0;0;2;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;714;951;1115;265
7109;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;0;0;1;120;Kach;Kach;Thus;8.8;34;714;951;1115;1969
7110;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;1;1;41;120;L;Likud;The Consolidation;6.6788;34;714;951;1115;678
7111;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;1;0;5;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;714;951;1115;214
7112;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;0;0;6;120;Mapam;Mifleget HaPoalim HaMeuhedet;United Workers Party;3.3;34;714;951;1115;1168
7113;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;1;0;40;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;714;951;1115;244
7114;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;0;0;1;120;Mo;Morasha;Heritage;#N/A;34;714;951;1115;31
7115;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;1;0;1;120;O;Ometz;Courage;6;34;714;951;1115;61
7116;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;0;0;4;120;Ratz;Hatnuah Lezhiot Ha'ezrach;Movement for Civil Rights and Peace;3.3;34;714;951;1115;305
7117;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;0;0;2;120;ReMiSh;HaReshima HaMitkademet LeShalom;Progressive List for Peace;1.3;34;714;951;1115;390
7118;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;714;951;1115;732
7119;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;1;0;4;120;Shas;Shomrei Sfarad;Sfarad's guards of the Torah;7.0417;34;714;951;1115;788
7120;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;1;0;3;120;Shinui;Shinui;Change;5.4776;34;714;951;1115;1850
7121;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;0;0;1;120;Tami;Tnu'at Masoret Yisrael;Movement for the Heritage of Israel;7.4;34;714;951;1115;588
7122;ISR;Israel;7/23/1984;10/20/1986;Shamir III;0;0;0;5;120;Tehiya;Tehiya;Revival;7.4;34;714;951;1115;1660
7123;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;2;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;714;1108;951;265
7124;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;1;120;Kach;Kach;Thus;8.8;34;714;1108;951;1969
7125;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;1;1;41;120;L;Likud;The Consolidation;6.6788;34;714;1108;951;678
7126;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;1;0;5;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;714;1108;951;214
7127;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;6;120;Mapam;Mifleget HaPoalim HaMeuhedet;United Workers Party;3.3;34;714;1108;951;1168
7128;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;1;0;40;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;714;1108;951;244
7129;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;1;120;Mo;Morasha;Heritage;#N/A;34;714;1108;951;31
7130;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;1;0;1;120;O;Ometz;Courage;6;34;714;1108;951;61
7131;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;4;120;Ratz;Hatnuah Lezhiot Ha'ezrach;Movement for Civil Rights and Peace;3.3;34;714;1108;951;305
7132;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;2;120;ReMiSh;HaReshima HaMitkademet LeShalom;Progressive List for Peace;1.3;34;714;1108;951;390
7133;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;714;1108;951;732
7134;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;1;0;4;120;Shas;Shomrei Sfarad;Sfarad's guards of the Torah;7.0417;34;714;1108;951;788
7135;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;3;120;Shinui;Shinui;Change;5.4776;34;714;1108;951;1850
7136;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;1;120;Tami;Tnu'at Masoret Yisrael;Movement for the Heritage of Israel;7.4;34;714;1108;951;588
7137;ISR;Israel;7/23/1984;5/26/1987;Shamir IV;0;0;0;5;120;Tehiya;Tehiya;Revival;7.4;34;714;1108;951;1660
7138;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;5;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;715;953;1108;265
7139;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;2;120;DeTo;Degel HaTorah;Banner of the Torah;7.4;34;715;953;1108;249
7140;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;1;1;40;120;L;Likud;The Consolidation;6.6788;34;715;953;1108;678
7141;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;2;120;M;Moledet;Homeland;7.4;34;715;953;1108;980
7142;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;1;120;Mada;Miflaga Demokratit Aravit  al-Hizb al-Dimuqrati al-Arabi;Arab Democratic Party;1.0526;34;715;953;1108;1150
7143;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;1;0;5;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;715;953;1108;214
7144;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;3;120;Mapam;Mifleget HaPoalim HaMeuhedet;United Workers Party;3.3;34;715;953;1108;1168
7145;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;1;0;39;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;715;953;1108;244
7146;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;5;120;Ratz;Hatnuah Lezhiot Ha'ezrach;Movement for Civil Rights and Peace;3.3;34;715;953;1108;305
7147;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;1;120;ReMiSh;HaReshima HaMitkademet LeShalom;Progressive List for Peace;1.3;34;715;953;1108;390
7148;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;715;953;1108;732
7149;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;1;0;6;120;Shas;Shomrei Sfarad;Sfarad's guards of the Torah;7.0417;34;715;953;1108;788
7150;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;2;120;Shinui;Shinui;Change;5.4776;34;715;953;1108;1850
7151;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;3;120;Tehiya;Tehiya;Revival;7.4;34;715;953;1108;1660
7152;ISR;Israel;11/1/1988;12/22/1988;Shamir V;0;0;0;2;120;Tzomet;Tzomet;Crossroads;8.8;34;715;953;1108;976
7153;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;5;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;715;1117;953;265
7154;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;2;120;DeTo;Degel HaTorah;Banner of the Torah;7.4;34;715;1117;953;249
7155;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;1;1;35;120;L;Likud;The Consolidation;6.6788;34;715;1117;953;678
7156;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;2;120;M;Moledet;Homeland;7.4;34;715;1117;953;980
7157;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;5;120;MLH;Miflaga Libralit Hadasha;New Liberal Party;8.8;34;715;1117;953;2312
7158;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;1;120;Mada;Miflaga Demokratit Aravit  al-Hizb al-Dimuqrati al-Arabi;Arab Democratic Party;1.0526;34;715;1117;953;1150
7159;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;1;0;5;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;715;1117;953;214
7160;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;3;120;Mapam;Mifleget HaPoalim HaMeuhedet;United Workers Party;3.3;34;715;1117;953;1168
7161;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;39;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;715;1117;953;244
7162;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;5;120;Ratz;Hatnuah Lezhiot Ha'ezrach;Movement for Civil Rights and Peace;3.3;34;715;1117;953;305
7163;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;1;120;ReMiSh;HaReshima HaMitkademet LeShalom;Progressive List for Peace;1.3;34;715;1117;953;390
7164;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;715;1117;953;732
7165;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;1;0;6;120;Shas;Shomrei Sfarad;Sfarad's guards of the Torah;7.0417;34;715;1117;953;788
7166;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;2;120;Shinui;Shinui;Change;5.4776;34;715;1117;953;1850
7167;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;3;120;Tehiya;Tehiya;Revival;7.4;34;715;1117;953;1660
7168;ISR;Israel;11/1/1988;3/15/1990;Shamir VI;1;0;0;2;120;Tzomet;Tzomet;Crossroads;8.8;34;715;1117;953;976
7169;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;5;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;715;954;1117;265
7170;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;2;120;DeTo;Degel HaTorah;Banner of the Torah;7.4;34;715;954;1117;249
7171;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;1;1;35;120;L;Likud;The Consolidation;6.6788;34;715;954;1117;678
7172;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;1;0;2;120;M;Moledet;Homeland;7.4;34;715;954;1117;980
7173;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;1;0;5;120;MLH;Miflaga Libralit Hadasha;New Liberal Party;8.8;34;715;954;1117;2312
7174;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;1;120;Mada;Miflaga Demokratit Aravit  al-Hizb al-Dimuqrati al-Arabi;Arab Democratic Party;1.0526;34;715;954;1117;1150
7175;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;1;0;5;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;715;954;1117;214
7176;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;3;120;Mapam;Mifleget HaPoalim HaMeuhedet;United Workers Party;3.3;34;715;954;1117;1168
7177;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;39;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;715;954;1117;244
7178;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;5;120;Ratz;Hatnuah Lezhiot Ha'ezrach;Movement for Civil Rights and Peace;3.3;34;715;954;1117;305
7179;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;1;120;ReMiSh;HaReshima HaMitkademet LeShalom;Progressive List for Peace;1.3;34;715;954;1117;390
7180;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;4;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;715;954;1117;732
7181;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;1;0;6;120;Shas;Shomrei Sfarad;Sfarad's guards of the Torah;7.0417;34;715;954;1117;788
7182;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;2;120;Shinui;Shinui;Change;5.4776;34;715;954;1117;1850
7183;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;0;0;3;120;Tehiya;Tehiya;Revival;7.4;34;715;954;1117;1660
7184;ISR;Israel;11/1/1988;6/11/1990;Shamir VII;0;1;0;2;120;Tzomet;Tzomet;Crossroads;8.8;34;715;954;1117;976
7185;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;4;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;715;955;954;265
7186;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;2;120;DeTo;Degel HaTorah;Banner of the Torah;7.4;34;715;955;954;249
7187;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;1;1;37;120;L;Likud;The Consolidation;6.6788;34;715;955;954;678
7188;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;1;0;2;120;M;Moledet;Homeland;7.4;34;715;955;954;980
7189;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;1;0;3;120;MLH;Miflaga Libralit Hadasha;New Liberal Party;8.8;34;715;955;954;2312
7190;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;1;120;Mada;Miflaga Demokratit Aravit  al-Hizb al-Dimuqrati al-Arabi;Arab Democratic Party;1.0526;34;715;955;954;1150
7191;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;1;0;5;120;Mafdal;Miflaga Datit Leumit;National Religious Party;8.6207;34;715;955;954;214
7192;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;3;120;Mapam;Mifleget HaPoalim HaMeuhedet;United Workers Party;3.3;34;715;955;954;1168
7193;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;38;120;Ma|Av;HaMa'arakh | HaAvoda;Alignment | Labor;3.3;34;715;955;954;244
7194;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;5;120;Ratz;Hatnuah Lezhiot Ha'ezrach;Movement for Civil Rights and Peace;3.3;34;715;955;954;305
7195;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;1;120;ReMiSh;HaReshima HaMitkademet LeShalom;Progressive List for Peace;1.3;34;715;955;954;390
7196;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;3;120;R|H;Rakah | Hadash;New Communist List | Democratic Front;1.3;34;715;955;954;732
7197;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;1;0;5;120;Shas;Shomrei Sfarad;Sfarad's guards of the Torah;7.0417;34;715;955;954;788
7198;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;2;120;Shinui;Shinui;Change;5.4776;34;715;955;954;1850
7199;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;3;120;Tehiya;Tehiya;Revival;7.4;34;715;955;954;1660
7200;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;1;0;2;120;Tzomet;Tzomet;Crossroads;8.8;34;715;955;954;976
7201;ISR;Israel;11/1/1988;2/5/1991;Shamir VIII;0;0;0;4;120;none;no party affiliation;no party affiliation;#N/A;34;715;955;954;123
7202;ISR;Israel;11/1/1988;1/21/1992;Shamir IX;0;0;0;4;120;AY;Agudat Yisrael;Union of Israel;#N/A;34;715;957;955;265
7203;ISR;Israel;11/1/1988;1/21/1992;Shamir IX;0;0;0;2;120;DeTo;Degel HaTorah;Banner of the Torah;7.4;34;715;957;955;249
7204;ISR;Israel;11/1/1988;1/21/1992;Shamir IX;0;1;1;37;120;L;Likud;The Consolidation;6.6788;34;715;957;955;678
7205;ISR;Israel;11/1/1988;1/21/1992;Shamir IX;0;0;0;2;120;M;Moledet;Homeland;7.4;34;715;957;955;980
7206;ISR;Israel;11/1/1988;1/21/1992;Shamir IX;0;1;0;3;120;MLH;Miflaga Libralit Hadasha;New Liberal Party;8.8;34;715;957;955;2312
7207;ISR;Israel;11/1/1988;1/21/1992;Shamir IX;0;0;0;1;120;Mada;Miflaga Demokratit Aravit  al-Hizb al-Dimuqrati al-Arabi;Arab Democratic Party;1.0526;34;715;957;955;1150
